"","X","data_listing_id","data_title","data_display_title","data_url","data_installment","data_image_src","data_compare_image","data_make","data_model","data_year","data_mileage","data_transmission","data_ad_type","data_variant","data_seller_id","data_profile_id","data_listing_trusted","data_dealer_isverified","data_view_store","data_country_code","data_vehicle_type","listing_price","listing_rating"
"32",32,10900978,"2022 Proton X50 1.5 Standard SUV BEST GIFT , LOAN MAXIMUM","2022 Proton X50 1.5 Standard SUV","https://www.carlist.my/new-cars/2022-proton-x50-1-5-standard-suv-best-gift-loan-maximum/10900978","1015","https://img1.icarcdn.com/87900901/main-m_new-car-carlist-proton-x50-standard-suv-malaysia_000087900901_1c8342c5_c731_43d7_8b8a_3616380cf6d4.jpeg.webp?smia=xTM","https://img1.icarcdn.com/87900901/thumb-l_new-car-carlist-proton-x50-standard-suv-malaysia_000087900901_1c8342c5_c731_43d7_8b8a_3616380cf6d4.jpeg.webp?smia=xTM","Proton","X50",2022,0,"Automatic","New","Standard","673fd48b-7a09-40ed-9ad7-2bc6fe7fc77b","fb67edae-1514-4fa9-8546-bcd982957b33","true","ʉʏʈʘ","false","my","car","78290",NA
"33",33,10059248,"2022 Ford Ranger 2.0 XLT+ Pickup Truck (BEST PRICE IN TOWN)","2022 Ford Ranger 2.0 XLT+ High Rider Pickup Truck","https://www.carlist.my/new-cars/2022-ford-ranger-2-0-xlt-pickup-truck-best-price-in-town/10059248","1827","https://img1.icarcdn.com/84295001/main-m_new-car-carlist-ford-ranger-xlt-high-rider-pickup-truck-malaysia_000084295001_da77dad2_badf_4d9b_99c3_221befd1a628.jpg.webp?smia=xTM","https://img1.icarcdn.com/84295001/thumb-l_new-car-carlist-ford-ranger-xlt-high-rider-pickup-truck-malaysia_000084295001_da77dad2_badf_4d9b_99c3_221befd1a628.jpg.webp?smia=xTM","Ford","Ranger",2022,0,"Automatic","New","XLT+ High Rider","a28b60d4-6e9a-4009-99aa-562664a14874","8e8e6d23-3215-4694-b047-84fa0f8f182d","true","ʉʏʈʘ","true","my","car","140888",4.4
"34",34,7715933,"2022 Mazda CX-5 2.5 Turbo SKYACTIV-G GVC Plus SUV (Free 5 Years Warranty & Service)","2022 Mazda CX-5 2.5 SKYACTIV-G High SUV","https://www.carlist.my/new-cars/2022-mazda-cx-5-2-5-turbo-skyactiv-g-gvc-plus-suv-free-5-years-warranty-service/7715933","2362","https://img1.icarcdn.com/3395177/main-m_new-car-carlist-mazda-cx-5-skyactiv-g-gvc-plus-suv-malaysia_000003395177_1092b87d_3f5d_4aee_bc8a_bf0b6bb5744d.jpg?smia=xTM","https://img1.icarcdn.com/3395177/thumb-l_new-car-carlist-mazda-cx-5-skyactiv-g-gvc-plus-suv-malaysia_000003395177_1092b87d_3f5d_4aee_bc8a_bf0b6bb5744d.jpg?smia=xTM","Mazda","CX-5",2022,0,"Automatic","New","SKYACTIV-G High","40e89df9-274c-e711-94ba-0261ba99cd9c","44e89df9-274c-e711-94ba-0261ba99cd9c","true","ʉʏʈʘ","true","my","car","182200",4.5
"35",35,5590242,"HONDA PENANG (BM) - 2022 Honda BR-V 1.5 V i-VTEC (A) EXTRA CASH REBATES + YEAR END BONUS + MORE, CALL NOW FOR MORE INFORMATION","2022 Honda BR-V 1.5 V i-VTEC SUV","https://www.carlist.my/new-cars/honda-penang-bm-2022-honda-br-v-1-5-v-i-vtec-a-extra-cash-rebates-year-end-bonus-more-call-now-for-more-information/5590242","1184","https://img1.icarcdn.com/2420955/main-m_new-car-carlist-honda-br-v-v-i-vtec-suv-malaysia_50cae5814e603c49116e828aca1fe99c_Mi7svCEs2TCTmnoRnwHM96_2420955_CZFHRAFqJIa1ir7FsjIJrH.jpg?smia=xTM","https://img1.icarcdn.com/2420955/thumb-l_new-car-carlist-honda-br-v-v-i-vtec-suv-malaysia_50cae5814e603c49116e828aca1fe99c_Mi7svCEs2TCTmnoRnwHM96_2420955_CZFHRAFqJIa1ir7FsjIJrH.jpg?smia=xTM","Honda","BR-V",2022,0,"Automatic","New","V i-VTEC","c99ef1ac-a828-e611-94c3-06e4185eac05","cd9ef1ac-a828-e611-94c3-06e4185eac05","true","ʉʏʈʘ","true","my","car","91360",4.3
"36",36,5558708,"HONDA PENANG - 2022 Honda BR-V 1.5 V i-VTEC (A) EXTRA CASH REBATES + YEAR END BONUS + MORE, CALL NOW FOR MORE INFORMATION","2022 Honda BR-V 1.5 V i-VTEC SUV","https://www.carlist.my/new-cars/honda-penang-2022-honda-br-v-1-5-v-i-vtec-a-extra-cash-rebates-year-end-bonus-more-call-now-for-more-information/5558708","1184","https://img1.icarcdn.com/8078555/main-m_new-car-carlist-honda-br-v-e-i-vtec-suv-malaysia_50cae5814e60ea49114ed41f9f54e206_FHbXDzDKaKN0EItBF3gOC6_8078555_zdfOc5rSfpcIjcBtHeGPun.jpg?smia=xTM","https://img1.icarcdn.com/8078555/thumb-l_new-car-carlist-honda-br-v-e-i-vtec-suv-malaysia_50cae5814e60ea49114ed41f9f54e206_FHbXDzDKaKN0EItBF3gOC6_8078555_zdfOc5rSfpcIjcBtHeGPun.jpg?smia=xTM","Honda","BR-V",2022,0,"Automatic","New","V i-VTEC","602e45f9-f14d-e411-94ae-06e4185eac05","642e45f9-f14d-e411-94ae-06e4185eac05","true","ʉʏʈʘ","true","my","car","91360",4.3
"37",37,5576143,"HONDA PENANG - 2022 Honda BR-V 1.5 E (A) EXTRA CASH REBATES + YEAR END BONUS + MORE, CALL NOW FOR MORE INFORMATION","2022 Honda BR-V 1.5 E i-VTEC SUV","https://www.carlist.my/new-cars/honda-penang-2022-honda-br-v-1-5-e-a-extra-cash-rebates-year-end-bonus-more-call-now-for-more-information/5576143","1094","https://img1.icarcdn.com/3416755/main-m_new-car-carlist-honda-br-v-e-i-vtec-suv-malaysia_50cae5814e60ea49114ed41f9f54e206_FHbXDzDKaKN0EItBF3gOC6_3416755_6oIF5AYAC0mPLUfMCmdUwC.jpg?smia=xTM","https://img1.icarcdn.com/3416755/thumb-l_new-car-carlist-honda-br-v-e-i-vtec-suv-malaysia_50cae5814e60ea49114ed41f9f54e206_FHbXDzDKaKN0EItBF3gOC6_3416755_6oIF5AYAC0mPLUfMCmdUwC.jpg?smia=xTM","Honda","BR-V",2022,0,"Automatic","New","E i-VTEC","602e45f9-f14d-e411-94ae-06e4185eac05","642e45f9-f14d-e411-94ae-06e4185eac05","true","ʉʏʈʘ","true","my","car","84360",4.3
"38",38,7471457,"Honda City 1.5 Sedan & Hatchback  S, E, V, RS","2021 Honda City 1.5 S i-VTEC Sedan","https://www.carlist.my/new-cars/honda-city-1-5-sedan-hatchback-s-e-v-rs/7471457","985","https://img1.icarcdn.com/7541747/main-m_new-car-carlist-honda-city-s-i-vtec-sedan-malaysia_000007541747_2bdae0c7_b4f5_46b6_8e51_2806a1ae9777.jpg?smia=xTM","https://img1.icarcdn.com/7541747/thumb-l_new-car-carlist-honda-city-s-i-vtec-sedan-malaysia_000007541747_2bdae0c7_b4f5_46b6_8e51_2806a1ae9777.jpg?smia=xTM","Honda","City",2021,0,"Automatic","New","S i-VTEC","ef5d92a3-d773-e611-94c4-06e4185eac05","f35d92a3-d773-e611-94c4-06e4185eac05","false","ʉʏʈʘ","false","my","car","76000",4.4
"39",39,9627425,"2022 Nissan Almera 1.0 VLT Sedan","2022 Nissan Almera 1.0 VLT Sedan","https://www.carlist.my/new-cars/2022-nissan-almera-1-0-vlt-sedan/9627425","1217","https://img1.icarcdn.com/5247269/main-m_new-car-carlist-nissan-almera-vlt-sedan-malaysia_000005247269_e3d88f6d_8f8e_431a_ad74_48dd954781bf.jpeg.webp?smia=xTM","https://img1.icarcdn.com/5247269/thumb-l_new-car-carlist-nissan-almera-vlt-sedan-malaysia_000005247269_e3d88f6d_8f8e_431a_ad74_48dd954781bf.jpeg.webp?smia=xTM","Nissan","Almera",2022,0,"Automatic","New","VLT","ab8f09fb-f4be-4546-be8b-f30239e273a8","7f431231-ece7-4c24-b549-e2345bcfe24a","true","ʉʏʈʘ","true","my","car","93888",4
"40",40,7814680,"2022 NISSAN NAVARA 2.5","2021 Nissan Navara 2.5 DOUBLE CAB 2.5L SE A/T Pickup Truck","https://www.carlist.my/new-cars/2022-nissan-navara-2-5/7814680","1554","https://img1.icarcdn.com/0864187/main-m_new-car-carlist-in-process-malaysia_000000864187_09add561_9b11_4c2f_a8f5_9ff3e82d2a59.jpeg?smia=xTM","https://img1.icarcdn.com/0864187/thumb-l_new-car-carlist-in-process-malaysia_000000864187_09add561_9b11_4c2f_a8f5_9ff3e82d2a59.jpeg?smia=xTM","Nissan","Navara",2021,0,"Automatic","New","DOUBLE CAB 2.5L SE A/T","ab8f09fb-f4be-4546-be8b-f30239e273a8","7f431231-ece7-4c24-b549-e2345bcfe24a","true","ʉʏʈʘ","true","my","car","119888",3.7
"41",41,6964658,"YOM2022 Nissan X-Trail 2.0 X-CVT SUV","2020 Nissan X-Trail 2.0 SUV","https://www.carlist.my/new-cars/yom2022-nissan-x-trail-2-0-x-cvt-suv/6964658","1749","https://img1.icarcdn.com/8564696/main-m_new-car-carlist-nissan-x-trail-x-cvt-suv-malaysia_8564696_bUYBntx9NV7IODEsyB9YYE.jpeg?smia=xTM","https://img1.icarcdn.com/8564696/thumb-l_new-car-carlist-nissan-x-trail-x-cvt-suv-malaysia_8564696_bUYBntx9NV7IODEsyB9YYE.jpeg?smia=xTM","Nissan","X-Trail",2020,2500,"Automatic","New","","ab8f09fb-f4be-4546-be8b-f30239e273a8","7f431231-ece7-4c24-b549-e2345bcfe24a","true","ʉʏʈʘ","true","my","car","134888",4.1
"42",42,9726180,"2022 Honda City 1.5 Hatchback HighLoan High Trade in Readystok","2022 Honda City 1.5 V i-VTEC Hatchback","https://www.carlist.my/new-cars/2022-honda-city-1-5-hatchback-highloan-high-trade-in-readystok/9726180","941","https://img1.icarcdn.com/0816279/main-m_new-car-carlist-honda-city-v-i-vtec-hatchback-malaysia_000000816279_ece269b1_dd45_4632_b5e1_1735a465b4da.jpg.webp?smia=xTM","https://img1.icarcdn.com/0816279/thumb-l_new-car-carlist-honda-city-v-i-vtec-hatchback-malaysia_000000816279_ece269b1_dd45_4632_b5e1_1735a465b4da.jpg.webp?smia=xTM","Honda","City",2022,0,"Automatic","New","V i-VTEC","b691620c-49eb-e311-94af-0261ba99cd9c","2f049c54-65eb-e311-94af-0261ba99cd9c","true","ʉʏʈʘ","true","my","car","72600",4.4
"43",43,9535752,"2022 Honda City 1.5 READYSTOCK HIGH CASH REBATE OVERTRADE CAR DEAL","2022 Honda City 1.5 V Sensing Sedan","https://www.carlist.my/new-cars/2022-honda-city-1-5-readystock-high-cash-rebate-overtrade-car-deal/9535752","928","https://img1.icarcdn.com/2575359/main-m_new-car-carlist-honda-city-v-sedan-malaysia_000002575359_a5718903_c971_46d6_8590_acb3532ac523.jpg.webp?smia=xTM","https://img1.icarcdn.com/2575359/thumb-l_new-car-carlist-honda-city-v-sedan-malaysia_000002575359_a5718903_c971_46d6_8590_acb3532ac523.jpg.webp?smia=xTM","Honda","City",2022,0,"Automatic","New","V Sensing","b691620c-49eb-e311-94af-0261ba99cd9c","2f049c54-65eb-e311-94af-0261ba99cd9c","true","ʉʏʈʘ","true","my","car","71600",4.4
"44",44,9429772,"2022 Proton X50 1.5 SUV MAX LOAN WITH FREE GIFT","2022 Proton X50 1.5 Standard SUV","https://www.carlist.my/new-cars/2022-proton-x50-1-5-suv-max-loan-with-free-gift/9429772","1015","https://img1.icarcdn.com/2779249/main-m_new-car-carlist-proton-x50-standard-suv-malaysia_000002779249_d41bcb42_3aec_4b4f_910d_2c40bc938b7e.jpeg.webp?smia=xTM","https://img1.icarcdn.com/2779249/thumb-l_new-car-carlist-proton-x50-standard-suv-malaysia_000002779249_d41bcb42_3aec_4b4f_910d_2c40bc938b7e.jpeg.webp?smia=xTM","Proton","X50",2022,0,"Automatic","New","Standard","673fd48b-7a09-40ed-9ad7-2bc6fe7fc77b","fb67edae-1514-4fa9-8546-bcd982957b33","true","ʉʏʈʘ","false","my","car","78305",NA
"45",45,9304838,"2022 Proton Saga NEW FACELIFT MC2 SAGA , MAXIMUM LOAN","2022 Proton Saga 1.3 Premium S Sedan","https://www.carlist.my/new-cars/2022-proton-saga-new-facelift-mc2-saga-maximum-loan/9304838","376","https://img1.icarcdn.com/8384039/main-m_new-car-carlist-proton-saga-premium-s-sedan-malaysia_000008384039_3a2c5f9e_a854_4c22_8516_d40fe6e7ddf6.jpeg.webp?smia=xTM","https://img1.icarcdn.com/8384039/thumb-l_new-car-carlist-proton-saga-premium-s-sedan-malaysia_000008384039_3a2c5f9e_a854_4c22_8516_d40fe6e7ddf6.jpeg.webp?smia=xTM","Proton","Saga",2022,0,"Automatic","New","Premium S","673fd48b-7a09-40ed-9ad7-2bc6fe7fc77b","fb67edae-1514-4fa9-8546-bcd982957b33","true","ʉʏʈʘ","false","my","car","29000",3.9
"46",46,10946707,"2022 Ford Ranger 2.0 XLT Plus Pickup Truck","2022 Ford Ranger 2.0 XLT Plus Pickup Truck","https://www.carlist.my/new-cars/2022-ford-ranger-2-0-xlt-plus-pickup-truck/10946707","1852","https://img1.icarcdn.com/70764901/main-m_new-car-carlist-ford-ranger-xlt-plus-pickup-truck-malaysia_000070764901_7de47972_853e_4c28_a4fc_48ef29b7ccaf.jpg.webp?smia=xTM","https://img1.icarcdn.com/70764901/thumb-l_new-car-carlist-ford-ranger-xlt-plus-pickup-truck-malaysia_000070764901_7de47972_853e_4c28_a4fc_48ef29b7ccaf.jpg.webp?smia=xTM","Ford","Ranger",2022,1,"Automatic","New","XLT Plus","79f8f8a7-a8c6-48e7-98f7-771b172fcfc0","52db92be-8af6-4caf-b476-9794531d54df","false","ʉʏʈʘ","false","my","car","142888",4.4
"47",47,8997852,"2022 Mazda CX-5 2.0 HIGH / MID","2022 Mazda CX-5 2.0 SKYACTIV-G High SUV","https://www.carlist.my/new-cars/2022-mazda-cx-5-2-0-high-mid/8997852","1776","https://img1.icarcdn.com/2587998/main-m_new-car-carlist-mazda-cx-5-skyactiv-g-suv-malaysia_000002587998_e945e370_aefd_48cc_94c3_e163d65c0cc6.jpeg.webp?smia=xTM","https://img1.icarcdn.com/2587998/thumb-l_new-car-carlist-mazda-cx-5-skyactiv-g-suv-malaysia_000002587998_e945e370_aefd_48cc_94c3_e163d65c0cc6.jpeg.webp?smia=xTM","Mazda","CX-5",2022,0,"Automatic","New","SKYACTIV-G High","9ba1dc4a-4eeb-e311-94af-0261ba99cd9c","7570b5aa-67eb-e311-94af-0261ba99cd9c","true","ʉʏʈʘ","true","my","car","137000",4.5
"48",48,8596534,"2022 Supersave Dec fast stock Honda City 1.5 E i-VTEC Hatchback","2022 Honda City 1.5 E i-VTEC Hatchback","https://www.carlist.my/new-cars/2022-supersave-dec-fast-stock-honda-city-1-5-e-i-vtec-hatchback/8596534","1077","https://img1.icarcdn.com/4356958/main-m_new-car-carlist-honda-city-e-i-vtec-hatchback-malaysia_000004356958_9e0efd65_28f8_4bec_9806_35e806c0c6ff.jpg.webp?smia=xTM","https://img1.icarcdn.com/4356958/thumb-l_new-car-carlist-honda-city-e-i-vtec-hatchback-malaysia_000004356958_9e0efd65_28f8_4bec_9806_35e806c0c6ff.jpg.webp?smia=xTM","Honda","City",2022,0,"Automatic","New","E i-VTEC","4484524e-0599-4f2f-bc37-8a227431da4b","2bdfa6fc-4dab-4d57-85c5-b00da53b10e9","false","ʉʏʈʘ","false","my","car","83100",4.4
"49",49,10080532,"2022 Next-Gen Ford Ranger XL 2.0L Single Turbo","2022 Ford Ranger 2.0 XL Pickup Truck","https://www.carlist.my/new-cars/2022-next-gen-ford-ranger-xl-2-0l-single-turbo/10080532","1412","https://img1.icarcdn.com/23508001/main-m_new-car-carlist-ford-ranger-xl-pickup-truck-malaysia_1ef3e1d8a0faedeb3a04beb4bddca098_fce379fb_8d43_4dcb_ba74_289d1db32807_000023508001_2ffacb8d_50e9_4da7_85ae_17629aa842ee.png.webp?smia=xTM","https://img1.icarcdn.com/23508001/thumb-l_new-car-carlist-ford-ranger-xl-pickup-truck-malaysia_1ef3e1d8a0faedeb3a04beb4bddca098_fce379fb_8d43_4dcb_ba74_289d1db32807_000023508001_2ffacb8d_50e9_4da7_85ae_17629aa842ee.png.webp?smia=xTM","Ford","Ranger",2022,0,"Automatic","New","XL","890acddb-4beb-40a3-bede-af0a8d1e3fe1","df0e4ee8-dc49-44ad-969f-39a2ff7ae634","true","ʉʏʈʘ","true","my","car","108888",4.4
"50",50,10080447,"2022 Next-Gen Ford Ranger XLT 2.0L Single Turbo","2022 Ford Ranger 2.0 XLT Pickup Truck","https://www.carlist.my/new-cars/2022-next-gen-ford-ranger-xlt-2-0l-single-turbo/10080447","1619","https://img1.icarcdn.com/74408001/main-m_new-car-carlist-ford-ranger-xlt-pickup-truck-malaysia_1ef3e1d8a0faedeb3a04beb4bddca098_fce379fb_8d43_4dcb_ba74_289d1db32807_000074408001_93af67d6_e765_46b6_96b8_9eb0f07a30ea.png.webp?smia=xTM","https://img1.icarcdn.com/74408001/thumb-l_new-car-carlist-ford-ranger-xlt-pickup-truck-malaysia_1ef3e1d8a0faedeb3a04beb4bddca098_fce379fb_8d43_4dcb_ba74_289d1db32807_000074408001_93af67d6_e765_46b6_96b8_9eb0f07a30ea.png.webp?smia=xTM","Ford","Ranger",2022,0,"Automatic","New","XLT","890acddb-4beb-40a3-bede-af0a8d1e3fe1","df0e4ee8-dc49-44ad-969f-39a2ff7ae634","true","ʉʏʈʘ","true","my","car","124888",4.4
"51",51,10080693,"2022 Next-Gen Ford Ranger XLT Plus 2.0L Bi-Turbo","2022 Ford Ranger 2.0 XLT Plus Pickup Truck","https://www.carlist.my/new-cars/2022-next-gen-ford-ranger-xlt-plus-2-0l-bi-turbo/10080693","1852","https://img1.icarcdn.com/39608001/main-m_new-car-carlist-ford-ranger-xlt-plus-pickup-truck-malaysia_1ef3e1d8a0faedeb3a04beb4bddca098_fce379fb_8d43_4dcb_ba74_289d1db32807_000039608001_0abbf016_a4c2_4fc0_87f2_5daba9a1f7b5.png.webp?smia=xTM","https://img1.icarcdn.com/39608001/thumb-l_new-car-carlist-ford-ranger-xlt-plus-pickup-truck-malaysia_1ef3e1d8a0faedeb3a04beb4bddca098_fce379fb_8d43_4dcb_ba74_289d1db32807_000039608001_0abbf016_a4c2_4fc0_87f2_5daba9a1f7b5.png.webp?smia=xTM","Ford","Ranger",2022,0,"Automatic","New","XLT Plus","890acddb-4beb-40a3-bede-af0a8d1e3fe1","df0e4ee8-dc49-44ad-969f-39a2ff7ae634","true","ʉʏʈʘ","true","my","car","142888",4.4
"52",52,10706958,"X70 HIGHEST REBATE IN TOWN","2022 Proton X70 1.8 TGDI Premium X SUV","https://www.carlist.my/new-cars/x70-highest-rebate-in-town/10706958","1271","https://img1.icarcdn.com/85960701/main-m_new-car-carlist-proton-x70-tgdi-premium-x-suv-malaysia_000085960701_41299ba5_1789_4142_9c7e_eb077d8db9ea.jpg.webp?smia=xTM","https://img1.icarcdn.com/85960701/thumb-l_new-car-carlist-proton-x70-tgdi-premium-x-suv-malaysia_000085960701_41299ba5_1789_4142_9c7e_eb077d8db9ea.jpg.webp?smia=xTM","Proton","X70",2022,1,"Automatic","New","TGDI Premium X","766790f9-d831-4509-9181-544b0dbe7cde","171750da-1ecb-43e9-ac60-45a4c7107d0f","false","ʉʏʈʘ","false","my","car","98000",4.5
"53",53,10576505,"Highest REBATE in town X70 1.5/1.8 Fast stock","2022 Proton X70 1.5 TGDI Executive SUV","https://www.carlist.my/new-cars/highest-rebate-in-town-x70-1-5-1-8-fast-stock/10576505","1273","https://img1.icarcdn.com/50567501/main-m_new-car-carlist-proton-x70-tgdi-executive-suv-malaysia_000050567501_8170d314_0add_467d_9d17_e2cb05d20e41.jpeg.webp?smia=xTM","https://img1.icarcdn.com/50567501/thumb-l_new-car-carlist-proton-x70-tgdi-executive-suv-malaysia_000050567501_8170d314_0add_467d_9d17_e2cb05d20e41.jpeg.webp?smia=xTM","Proton","X70",2022,0,"Automatic","New","TGDI Executive","766790f9-d831-4509-9181-544b0dbe7cde","171750da-1ecb-43e9-ac60-45a4c7107d0f","false","ʉʏʈʘ","false","my","car","98200",4.5
"54",54,10943948,"New 2022 NEXT GEN FORD RANGER 2.0L BI-TURBO XLT PLUS (Z PLUS EDITION) - READY STOCK SPECIAL YEAR END PROMOTION","2022 Ford Ranger 2.0 XLT Plus Pickup Truck","https://www.carlist.my/new-cars/new-2022-next-gen-ford-ranger-2-0l-bi-turbo-xlt-plus-z-plus-edition-ready-stock-special-year-end-promotion/10943948","2008","https://img1.icarcdn.com/84934901/main-m_new-car-carlist-ford-ranger-xlt-plus-pickup-truck-malaysia_000084934901_15f9ee5c_4ed2_4638_9b79_7c2e24d1f987.jpg.webp?smia=xTM","https://img1.icarcdn.com/84934901/thumb-l_new-car-carlist-ford-ranger-xlt-plus-pickup-truck-malaysia_000084934901_15f9ee5c_4ed2_4638_9b79_7c2e24d1f987.jpg.webp?smia=xTM","Ford","Ranger",2022,0,"Automatic","New","XLT Plus","58c431bb-f586-e611-94c5-06e4185eac05","5cc431bb-f586-e611-94c5-06e4185eac05","true","ʉʏʈʘ","false","my","car","154888",4.4
"55",55,10944184,"New New 2022 NEXT GEN FORD RANGER 2.0L BI-TURBO XLT PLUS - READY STOCK SPECIAL YEAR END PROMOTION","2022 Ford Ranger 2.0 XLT Plus Pickup Truck","https://www.carlist.my/new-cars/new-new-2022-next-gen-ford-ranger-2-0l-bi-turbo-xlt-plus-ready-stock-special-year-end-promotion/10944184","1807","https://img1.icarcdn.com/48144901/main-m_new-car-carlist-ford-ranger-xlt-plus-pickup-truck-malaysia_000048144901_aa3eb716_0dd2_48d6_9ab6_2e04e7805fa8.jpg.webp?smia=xTM","https://img1.icarcdn.com/48144901/thumb-l_new-car-carlist-ford-ranger-xlt-plus-pickup-truck-malaysia_000048144901_aa3eb716_0dd2_48d6_9ab6_2e04e7805fa8.jpg.webp?smia=xTM","Ford","Ranger",2022,0,"Automatic","New","XLT Plus","58c431bb-f586-e611-94c5-06e4185eac05","5cc431bb-f586-e611-94c5-06e4185eac05","true","ʉʏʈʘ","false","my","car","139388",4.4
"56",56,10737711,"2022 Proton X50 1.5 Standard SUV FREE GIFT + MAX LOAN","2022 Proton X50 1.5 Standard SUV","https://www.carlist.my/new-cars/2022-proton-x50-1-5-standard-suv-free-gift-max-loan/10737711","1018","https://img1.icarcdn.com/11773701/main-m_new-car-carlist-proton-x50-standard-suv-malaysia_000011773701_c1ff6be6_80d0_4fc1_ad00_4c256c8014c8.jpeg.webp?smia=xTM","https://img1.icarcdn.com/11773701/thumb-l_new-car-carlist-proton-x50-standard-suv-malaysia_000011773701_c1ff6be6_80d0_4fc1_ad00_4c256c8014c8.jpeg.webp?smia=xTM","Proton","X50",2022,0,"Automatic","New","Standard","673fd48b-7a09-40ed-9ad7-2bc6fe7fc77b","fb67edae-1514-4fa9-8546-bcd982957b33","true","ʉʏʈʘ","false","my","car","78505",NA
"57",57,9349687,"2022 Proton Saga 1.3 NEW LAUNCH NEW FACELIFT MC2 , MAXIMUM LOAN","2022 Proton Saga 1.3 Premium S Sedan","https://www.carlist.my/new-cars/2022-proton-saga-1-3-new-launch-new-facelift-mc2-maximum-loan/9349687","376","https://img1.icarcdn.com/7869439/main-m_new-car-carlist-proton-saga-premium-s-sedan-malaysia_000007869439_8994e0cd_4049_414d_8820_94a32e9cd59b.jpeg.webp?smia=xTM","https://img1.icarcdn.com/7869439/thumb-l_new-car-carlist-proton-saga-premium-s-sedan-malaysia_000007869439_8994e0cd_4049_414d_8820_94a32e9cd59b.jpeg.webp?smia=xTM","Proton","Saga",2022,0,"Automatic","New","Premium S","673fd48b-7a09-40ed-9ad7-2bc6fe7fc77b","fb67edae-1514-4fa9-8546-bcd982957b33","true","ʉʏʈʘ","false","my","car","29000",3.9
"58",58,10309900,"2022 Proton X70 1.5 TGDI Premium SUV","2022 Proton X70 1.5 TGDI Premium SUV","https://www.carlist.my/new-cars/2022-proton-x70-1-5-tgdi-premium-suv/10309900","1566","https://img1.icarcdn.com/00990301/main-m_new-car-carlist-proton-x70-tgdi-premium-suv-malaysia_000000990301_cdbbf604_060c_46a1_84d3_663f172a3b8d.jpeg.webp?smia=xTM","https://img1.icarcdn.com/00990301/thumb-l_new-car-carlist-proton-x70-tgdi-premium-suv-malaysia_000000990301_cdbbf604_060c_46a1_84d3_663f172a3b8d.jpeg.webp?smia=xTM","Proton","X70",2022,0,"Automatic","New","TGDI Premium","ed72cc56-4eeb-e311-94af-0261ba99cd9c","b0b562b9-64eb-e311-94af-0261ba99cd9c","false","ʉʏʈʘ","false","my","car","120800",4.5
"59",59,8667252,"PROTON PENANG 3S PLATINUM DEALER - 2022 Proton X50 1.5 (A) READY STOCK","2022 Proton X50 1.5 Premium SUV","https://www.carlist.my/new-cars/proton-penang-3s-platinum-dealer-2022-proton-x50-1-5-a-ready-stock/8667252","1110","https://img1.icarcdn.com/2527668/main-m_new-car-carlist-proton-x50-premium-suv-malaysia_000002527668_50073453_9189_4245_8e59_346cba6ea0f3.jpg.webp?smia=xTM","https://img1.icarcdn.com/2527668/thumb-l_new-car-carlist-proton-x50-premium-suv-malaysia_000002527668_50073453_9189_4245_8e59_346cba6ea0f3.jpg.webp?smia=xTM","Proton","X50",2022,0,"Automatic","New","Premium","b6ae332f-dab7-41d1-9a36-0b360bcaf825","2fd5aa4f-2efe-43c3-8cce-f6201b7433b3","true","ʉʏʈʘ","true","my","car","85655",NA
"60",60,7220762,"HONDA PENANG - 2022 Honda City 1.5 E i-VTEC (A) EXTRA CASH REBATES + YEAR END BONUS + MORE, CALL NOW FOR MORE INFORMATION","2022 Honda City 1.5 E i-VTEC Sedan","https://www.carlist.my/new-cars/honda-penang-2022-honda-city-1-5-e-i-vtec-a-extra-cash-rebates-year-end-bonus-more-call-now-for-more-information/7220762","1053","https://img1.icarcdn.com/2670227/main-m_new-car-carlist-honda-city-s-i-vtec-sedan-malaysia_50cae5814e60ea49114ed41f9f54e206_FHbXDzDKaKN0EItBF3gOC6_2670227_sxAWD2nQX7dmWXUCmHMFn3.jpg?smia=xTM","https://img1.icarcdn.com/2670227/thumb-l_new-car-carlist-honda-city-s-i-vtec-sedan-malaysia_50cae5814e60ea49114ed41f9f54e206_FHbXDzDKaKN0EItBF3gOC6_2670227_sxAWD2nQX7dmWXUCmHMFn3.jpg?smia=xTM","Honda","City",2022,0,"Automatic","New","E i-VTEC","602e45f9-f14d-e411-94ae-06e4185eac05","642e45f9-f14d-e411-94ae-06e4185eac05","true","ʉʏʈʘ","true","my","car","81260",4.4
